"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
5434,"Beira Litoral","Aveiro","Albergaria-a-Velha","Frossos","40:40:14.7179999999992''","8:32:57.9443999999998''","firepit",2015-05-28 01:00:00,02:40:00,2015-05-28 01:00:00,06:40:00,2015-05-28 01:00:00,03:10:00,NA,0.45,0,0,0.45,0.45,1
5435,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Refóios do Lima","41:48:2.149200000012''","8:32:24.6444000000007''","firepit",2015-05-28 01:00:00,03:28:00,2015-05-28 01:00:00,05:40:00,2015-05-28 01:00:00,03:40:00,NA,0.07,0,0,0.07,0.07,1
5436,"Entre Douro e Minho","Porto","Paredes","Sobreira","41:8:17.1888000000092''","8:23:56.8788000000031''","firepit",2015-05-28 01:00:00,03:30:00,2015-05-28 01:00:00,04:18:00,2015-05-28 01:00:00,03:40:00,NA,0,0.01,0,0.01,0.01,0
5437,"Entre Douro e Minho","Porto","Paredes","Aguiar de Sousa","41:7:13.972799999998''","8:26:19.5540000000003''","firepit",2015-05-28 01:00:00,04:20:00,2015-05-28 01:00:00,07:00:00,2015-05-28 01:00:00,04:30:00,NA,0.23,0,0,0.23,0.23,0
5438,"Algarve","Faro","Loulé","Benafim","00:37:13.800","00:08:07.400","agriculture",2015-05-28 01:00:00,09:06:00,2015-05-28 01:00:00,10:33:00,2015-05-28 01:00:00,09:33:00,NA,0,0,0.0055,0,0.0055,1
5439,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Covelas","41:35:27.0600000000115''","8:19:54.8651999999974''","firepit",2015-05-28 01:00:00,09:08:00,2015-05-28 01:00:00,11:45:00,2015-05-28 01:00:00,09:10:00,NA,0.05,0.05,0,0.1,0.1,0
5440,"Beira Litoral","Coimbra","Arganil","Arganil","40:13:16.3812000000104''","8:3:36.9936''","firepit",2015-05-28 01:00:00,09:18:00,2015-05-28 01:00:00,10:12:00,2015-05-28 01:00:00,09:21:00,NA,0,0.005,0,0.005,0.005,0
5441,"Beira Interior","Guarda","Seia","Seia","40:24:30.6971999999979''","7:41:21.3251999999984''","firepit",2015-05-28 01:00:00,09:50:00,2015-05-28 01:00:00,12:37:00,2015-05-28 01:00:00,10:15:00,NA,0,0.04,0,0.04,0.04,0
5442,"Entre Douro e Minho","Porto","Lousada","Cristelos","41:16:37.300800000005''","8:17:25.5695999999989''","fire",2015-05-28 01:00:00,10:20:00,2015-05-28 01:00:00,12:01:00,2015-05-28 01:00:00,10:34:00,NA,0,1.5,0,1.5,1.5,0
5443,"Entre Douro e Minho","Porto","Paredes","Vilela","41:15:20.0807999999995''","8:22:7.11480000000179''","firepit",2015-05-28 01:00:00,10:45:00,2015-05-28 01:00:00,12:40:00,2015-05-28 01:00:00,11:05:00,NA,0,0.015,0,0.015,0.015,0
5444,"Entre Douro e Minho","Braga","Barcelos","Perelhal","41:31:36.8795999999941''","8:41:58.0343999999977''","firepit",2015-05-28 01:00:00,11:15:00,2015-05-28 01:00:00,12:59:00,2015-05-28 01:00:00,11:20:00,NA,0,0.15,0,0.15,0.15,0
5445,"Entre Douro e Minho","Porto","Penafiel","Penafiel","41:11:37.4280000000078''","8:17:32.1612000000026''","firepit",2015-05-28 01:00:00,11:15:00,2015-05-28 01:00:00,13:22:00,2015-05-28 01:00:00,11:22:00,NA,0.02,0,0,0.02,0.02,0
5446,"Ribatejo e Oeste","Santarém","Chamusca","Carregueira","00:39:24.488","00:08:25.516","firepit",2015-05-28 01:00:00,11:19:00,2015-05-28 01:00:00,12:00:00,2015-05-28 01:00:00,11:31:00,NA,0,0.006,0,0.006,0.006,1
5447,"Alentejo","Portalegre","Arronches","Assunção","39:7:59.807999999997''","7:21:25.6752''","agriculture",2015-05-28 01:00:00,11:33:00,2015-05-28 01:00:00,13:25:00,2015-05-28 01:00:00,11:52:00,NA,0,0,1.2382,0,1.2382,0
5448,"Entre Douro e Minho","Viana do Castelo","Valença","Verdoejo","42:2:44.343599999998''","8:35:26.1707999999992''","firepit",2015-05-28 01:00:00,11:45:00,2015-05-28 01:00:00,13:45:00,2015-05-28 01:00:00,11:52:00,NA,0.02,0.02,0,0.04,0.04,0
5449,"Algarve","Faro","Loulé","Boliqueime","00:37:07.380","00:08:08.500","agriculture",2015-05-28 01:00:00,11:53:00,2015-05-28 01:00:00,14:37:00,2015-05-28 01:00:00,12:10:00,NA,0,0,2.3,0,2.3,0
5450,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:53:35.833200000003''","8:15:43.3079999999975''","firepit",2015-05-28 01:00:00,12:15:00,2015-05-28 01:00:00,14:45:00,2015-05-28 01:00:00,12:18:00,NA,0,0.02,0,0.02,0.02,1
5451,"Ribatejo e Oeste","Setúbal","Moita","Moita","38:38:37.3271999999912''","8:59:7.31040000000206''","agriculture",2015-05-28 01:00:00,12:15:00,2015-05-28 01:00:00,12:57:00,2015-05-28 01:00:00,12:20:00,NA,0,0,0.01,0,0.01,0
5452,"Entre Douro e Minho","Porto","Paredes","Vilela","41:13:59.1888000000051''","8:23:26.7756000000031''","firepit",2015-05-28 01:00:00,12:30:00,2015-05-28 01:00:00,13:21:00,2015-05-28 01:00:00,12:34:00,NA,0,0.01,0,0.01,0.01,0
5453,"Ribatejo e Oeste","Setúbal","Montijo","Montijo","38:42:26.6256000000101''","8:59:29.6988000000012''","agriculture",2015-05-28 01:00:00,12:33:00,2015-05-28 01:00:00,13:20:00,2015-05-28 01:00:00,12:38:00,NA,0,0,2e-04,0,2e-04,1
5454,"Ribatejo e Oeste","Santarém","Benavente","Samora Correia","00:38:46.600","00:08:53.670","agriculture",2015-05-28 01:00:00,12:35:00,2015-05-28 01:00:00,13:12:00,2015-05-28 01:00:00,12:45:00,NA,0,0,5e-04,0,5e-04,0
5455,"Ribatejo e Oeste","Santarém","Rio Maior","São João da Ribeira","00:39:17.596","00:08:50.952","firepit",2015-05-28 01:00:00,12:50:00,2015-05-28 01:00:00,13:56:00,2015-05-28 01:00:00,13:18:00,NA,0.6681,0,0,0.6681,0.6681,0
5456,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vale","41:51:45.2015999999924''","8:20:46.7627999999998''","firepit",2015-05-28 01:00:00,13:01:00,2015-05-28 01:00:00,14:16:00,2015-05-28 01:00:00,13:03:00,NA,0,0.01,0,0.01,0.01,1
5457,"Trás-os-Montes","Vila Real","Montalegre","Santo André","41:51:49.0032000000122''","7:39:57.0095999999987''","fire",2015-05-28 01:00:00,14:00:00,2015-05-28 01:00:00,19:30:00,2015-05-28 01:00:00,14:20:00,NA,0,1,0,1,1,1
5458,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41:1:37.6644000000078''","8:12:12.3623999999988''","firepit",2015-05-28 01:00:00,14:07:00,2015-05-28 01:00:00,15:45:00,NA,NA,NA,0,0.01,0,0.01,0.01,1
5459,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Lanheses","41:44:47.2524000000055''","8:41:12.9335999999989''","firepit",2015-05-28 01:00:00,14:16:00,2015-05-28 01:00:00,15:16:00,2015-05-28 01:00:00,14:28:00,NA,0,0.005,0,0.005,0.005,0
5460,"Entre Douro e Minho","Viseu","Resende","Felgueiras","41:3:50.2199999999942''","7:56:8.3076000000014''","firepit",2015-05-28 01:00:00,14:34:00,2015-05-28 01:00:00,15:54:00,2015-05-28 01:00:00,15:00:00,NA,0,0.02,0,0.02,0.02,0
5461,"Entre Douro e Minho","Porto","Lousada","Boim","41:15:14.0327999999982''","8:16:34.4172000000016''","fire",2015-05-28 01:00:00,15:22:00,2015-05-28 01:00:00,19:00:00,2015-05-28 01:00:00,15:30:00,NA,7.24,0,0,7.24,7.24,0
5462,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:9.7128000000032''","8:39:10.6020000000028''","firepit",2015-05-28 01:00:00,16:28:00,2015-05-28 01:00:00,18:30:00,2015-05-28 01:00:00,16:28:00,NA,0,0.1,0,0.1,0.1,0
5463,"Algarve","Faro","Silves","Armação de Pêra","00:37:06.300","00:08:21.900","agriculture",2015-05-28 01:00:00,17:09:00,2015-05-28 01:00:00,19:34:00,2015-05-28 01:00:00,17:25:00,NA,0,0,0.3335,0,0.3335,1
5464,"Ribatejo e Oeste","Santarém","Cartaxo","Cartaxo","00:39:08.992","00:08:47.424","firepit",2015-05-28 01:00:00,18:05:00,2015-05-28 01:00:00,19:02:00,2015-05-28 01:00:00,18:13:00,NA,0,0.0398,0,0.0398,0.0398,1
5465,"Beira Interior","Castelo Branco","Covilhã","Aldeia do Carvalho","40:18:29.8547999999965''","7:29:5.98199999999864''","firepit",2015-05-28 01:00:00,18:15:00,2015-05-28 01:00:00,19:58:00,2015-05-28 01:00:00,18:27:00,NA,0,0.01,0.005,0.01,0.015,0
5466,"Alentejo","Beja","Moura","Santo Aleixo da Restauração","00:38:03.100","07:04:31","fire",2015-05-28 01:00:00,19:00:00,2015-05-28 01:00:00,21:30:00,2015-05-28 01:00:00,19:50:00,NA,1.4,0,0,1.4,1.4,0
5467,"Alentejo","Beja","Moura","Santo Aleixo da Restauração","38:03:51","07:03:31","agriculture",2015-05-28 01:00:00,19:30:00,2015-05-28 01:00:00,21:30:00,2015-05-28 01:00:00,20:10:00,NA,0,0,1.1,0,1.1,0
5468,"Entre Douro e Minho","Porto","Lousada","Boim","41:15:14.3028000000072''","8:16:37.5708000000012''","firepit",2015-05-28 01:00:00,20:02:00,2015-05-28 01:00:00,21:05:00,2015-05-28 01:00:00,20:20:00,NA,0,0.05,0,0.05,0.05,0
5469,"Beira Interior","Santarém","Mação","Cardigos","00:39:41.930","00:07:59.440","firepit",2015-05-28 01:00:00,20:47:00,2015-05-29 01:00:00,02:58:00,2015-05-28 01:00:00,21:15:00,NA,0.19,0.0164,0,0.2064,0.2064,1
5470,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Oliveira de Azeméis","40:49:55.739999999995''","8:29:15.3815999999983''","firepit",2015-05-28 01:00:00,21:40:00,2015-05-28 01:00:00,22:30:00,2015-05-28 01:00:00,21:50:00,NA,0,0.02,0,0.02,0.02,1
5471,"Entre Douro e Minho","Braga","Fafe","Freitas","41:30:50.9076000000078''","8:12:36.0899999999997''","firepit",2015-05-28 01:00:00,22:19:00,2015-05-29 01:00:00,00:10:00,2015-05-28 01:00:00,22:40:00,NA,0.4,0,0,0.4,0.4,1
5472,"Entre Douro e Minho","Braga","Vieira do Minho","Soutelo","41:36:14.8859999999979''","8:10:47.8668000000027''","fire",2015-05-28 01:00:00,22:39:00,2015-05-29 01:00:00,02:30:00,2015-05-28 01:00:00,23:00:00,NA,2,0,0,2,2,0
5473,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","39:0:27.3599999999874''","7:4:13.1951999999986''","agriculture",2015-05-28 01:00:00,22:56:00,2015-05-29 01:00:00,00:05:00,2015-05-28 01:00:00,23:07:00,NA,0,0,1.1387,0,1.1387,0
5474,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41:59:18.949199999995''","8:38:6.57960000000031''","agric_burn",2015-05-28 01:00:00,23:38:00,2015-05-29 01:00:00,00:25:00,2015-05-28 01:00:00,23:45:00,NA,0,0.005,0,0.005,0.005,0
5475,"Ribatejo e Oeste","Santarém","Tomar","Santa Maria dos Olivais","00:39:36.672","00:08:24.332","agriculture",2015-05-29 01:00:00,00:19:00,2015-05-29 01:00:00,00:50:00,2015-05-29 01:00:00,00:26:00,NA,0,0,0.0213,0,0.0213,1
5476,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41:57:55.0368000000037''","8:36:43.4052000000003''","agric_burn",2015-05-29 01:00:00,09:34:00,2015-05-29 01:00:00,11:05:00,2015-05-29 01:00:00,09:46:00,NA,0.2,0.1,0,0.3,0.3,0
5477,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Cuide de Vila Verde","41:45:48.2867999999996''","8:23:51.7272000000024''","firepit",2015-05-29 01:00:00,12:29:00,2015-05-29 01:00:00,14:36:00,2015-05-29 01:00:00,12:36:00,NA,0.5,0,0,0.5,0.5,1
5478,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:7.59599999999125''","8:16:46.1639999999969''","firepit",2015-05-29 01:00:00,12:47:00,2015-05-29 01:00:00,14:44:00,2015-05-29 01:00:00,12:52:00,NA,0,0.3,0,0.3,0.3,0
5479,"Entre Douro e Minho","Braga","Barcelos","Perelhal","41:31:36.8795999999941''","8:41:58.0343999999977''","firepit",2015-05-29 01:00:00,13:41:00,2015-05-29 01:00:00,15:42:00,2015-05-29 01:00:00,13:42:00,NA,0.15,0,0,0.15,0.15,0
5480,"Beira Litoral","Aveiro","Oliveira do Bairro","Oliveira do Bairro","00:40:30.900","00:08:28.200","firepit",2015-05-29 01:00:00,13:46:00,2015-05-29 01:00:00,14:45:00,2015-05-29 01:00:00,13:52:00,NA,0.05,0.016,0,0.066,0.066,0
5481,"Entre Douro e Minho","Braga","Barcelos","Viatodos","41:32:06","08:37:20","fire",2015-05-29 01:00:00,13:48:00,2015-05-29 01:00:00,15:06:00,2015-05-29 01:00:00,13:55:00,NA,1.3,0,0,1.3,1.3,0
5482,"Beira Interior","Castelo Branco","Castelo Branco","Benquerenças","39:50:19.7880000000055''","7:34:58.436400000001''","firepit",2015-05-29 01:00:00,13:51:00,2015-05-29 01:00:00,14:50:00,2015-05-29 01:00:00,13:59:00,NA,0,0.0241,0,0.0241,0.0241,0
5483,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Lagoa","41:22:55.7112000000063''","8:29:6.39959999999945''","fire",2015-05-29 01:00:00,13:51:00,2015-05-29 01:00:00,15:24:00,2015-05-29 01:00:00,13:55:00,NA,0,1,0,1,1,0
5484,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Deocriste","41:41:5.85960000000455''","8:42:20.0807999999969''","firepit",2015-05-29 01:00:00,14:10:00,2015-05-29 01:00:00,15:30:00,2015-05-29 01:00:00,14:22:00,NA,0,0.05,0,0.05,0.05,0
5485,"Entre Douro e Minho","Braga","Guimarães","Serzedelo","41:24:16.7004000000111''","8:22:0.3288000000029''","fire",2015-05-29 01:00:00,14:28:00,2015-05-29 01:00:00,16:52:00,2015-05-29 01:00:00,14:35:00,NA,0,1,0,1,1,0
5486,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Estorãos","41:47:22.3187999999953''","8:39:23.2488000000023''","firepit",2015-05-29 01:00:00,14:43:00,2015-05-29 01:00:00,15:55:00,2015-05-29 01:00:00,15:00:00,NA,0,0.001,0,0.001,0.001,0
5487,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","São Vicente Távora","41:49:34.445999999989''","8:28:25.6620000000031''","firepit",2015-05-29 01:00:00,14:44:00,2015-05-29 01:00:00,17:22:00,2015-05-29 01:00:00,14:46:00,NA,0,0.02,0,0.02,0.02,0
5488,"Entre Douro e Minho","Porto","Amarante","Fregim","41:17:5.2799999999894''","8:7:32.1707999999997''","fire",2015-05-29 01:00:00,14:59:00,2015-05-29 01:00:00,19:00:00,2015-05-29 01:00:00,15:10:00,NA,1.65,1.2,0,2.85,2.85,0
5489,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Paçô","41:49:16.3560000000024''","8:24:46.0439999999976''","firepit",2015-05-29 01:00:00,15:09:00,2015-05-29 01:00:00,16:37:00,2015-05-29 01:00:00,15:15:00,NA,0,0.005,0,0.005,0.005,1
5490,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:14.4936000000064''","8:40:24.5496000000017''","firepit",2015-05-29 01:00:00,15:16:00,2015-05-29 01:00:00,19:30:00,2015-05-29 01:00:00,15:20:00,NA,0.25,0,0,0.25,0.25,0
5491,"Entre Douro e Minho","Porto","Vila do Conde","Guilhabreu","41:16:52.9860000000008''","8:38:2.79599999999903''","fire",2015-05-29 01:00:00,15:46:00,2015-05-29 01:00:00,19:40:00,2015-05-29 01:00:00,15:57:00,NA,1.95,0,0,1.95,1.95,0
5492,"Ribatejo e Oeste","Setúbal","Seixal","Fernão Ferro","38:33:6.93719999999701''","9:3:47.3724000000023''","firepit",2015-05-29 01:00:00,15:49:00,2015-05-29 01:00:00,16:35:00,2015-05-29 01:00:00,16:00:00,NA,0,0.0901,0,0.0901,0.0901,0
5493,"Alentejo","Beja","Mértola","São João dos Caldeireiros","00:37:36.100","00:07:47","agriculture",2015-05-29 01:00:00,15:58:00,2015-05-29 01:00:00,17:20:00,2015-05-29 01:00:00,16:20:00,NA,0,0,1.5,0,1.5,0
5494,"Alentejo","Évora","Borba","Orada","00:38:51","7:25:4,2632564145606E-12","fire",2015-05-29 01:00:00,15:59:00,2015-05-29 01:00:00,21:10:00,2015-05-29 01:00:00,16:20:00,NA,19.77,0,0,19.77,19.77,0
5495,"Alentejo","Évora","Mora","Brotas","1900-01-01 14:53:21","00:08:09","agriculture",2015-05-29 01:00:00,16:10:00,2015-05-29 01:00:00,18:35:00,2015-05-29 01:00:00,16:45:00,NA,0,0,1,0,1,0
5496,"Ribatejo e Oeste","Santarém","Cartaxo","Lapa","00:39:10.848","00:08:54.576","agriculture",2015-05-29 01:00:00,16:11:00,2015-05-29 01:00:00,16:51:00,2015-05-29 01:00:00,16:25:00,NA,0,0,0.0012,0,0.0012,0
5497,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:12.8664000000117''","8:16:42.4164000000006''","firepit",2015-05-29 01:00:00,16:30:00,2015-05-29 01:00:00,17:10:00,2015-05-29 01:00:00,16:35:00,NA,0,0.01,0,0.01,0.01,0
5498,"Alentejo","Beja","Beja","Santiago Maior","00:38:00.800","00:07:56.800","agriculture",2015-05-29 01:00:00,16:34:00,2015-05-29 01:00:00,19:05:00,2015-05-29 01:00:00,16:50:00,NA,0,0,16.75,0,16.75,0
5499,"Ribatejo e Oeste","Santarém","Santarém","Almoster","00:39:13.748","00:08:47.076","firepit",2015-05-29 01:00:00,17:34:00,2015-05-29 01:00:00,18:46:00,2015-05-29 01:00:00,17:57:00,NA,0,2e-04,0,2e-04,2e-04,0
5500,"Beira Interior","Castelo Branco","Castelo Branco","São Vicente da Beira","40:0:35.5139999999921''","7:32:39.904800000001''","fire",2015-05-29 01:00:00,17:39:00,2015-05-29 01:00:00,18:50:00,2015-05-29 01:00:00,17:53:00,NA,0,2.03,0,2.03,2.03,0
5501,"Alentejo","Beja","Vidigueira","Vidigueira","00:38:13.200","00:07:47.400","agriculture",2015-05-29 01:00:00,17:50:00,2015-05-29 01:00:00,20:05:00,2015-05-29 01:00:00,18:07:00,NA,0,0,0.294,0,0.294,0
5502,"Ribatejo e Oeste","Santarém","Alpiarça","Alpiarça","00:39:11.676","00:08:32.940","agriculture",2015-05-29 01:00:00,17:52:00,2015-05-29 01:00:00,18:55:00,2015-05-29 01:00:00,17:58:00,NA,0,0,0.0237,0,0.0237,1
5503,"Beira Litoral","Aveiro","Ovar","Ovar","40:51:53.9927999999998''","8:37:30.5364000000014''","agriculture",2015-05-29 01:00:00,17:57:00,2015-05-29 01:00:00,18:42:00,2015-05-29 01:00:00,18:02:00,NA,0,0,0.002,0,0.002,0
5504,"Alentejo","Setúbal","Alcácer do Sal","Santiago","38:22:17.4179999999967''","8:26:45.8700000000016''","firepit",2015-05-29 01:00:00,18:06:00,2015-05-29 01:00:00,21:17:00,2015-05-29 01:00:00,18:33:00,NA,0.2452,0,0,0.2452,0.2452,0
5505,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Portela Susã","41:40:16.8708000000123''","8:42:21.3515999999987''","firepit",2015-05-29 01:00:00,18:10:00,2015-05-29 01:00:00,20:38:00,2015-05-29 01:00:00,18:11:00,NA,0,0.001,0,0.001,0.001,0
5506,"Beira Litoral","Aveiro","Ílhavo","Gafanha da Encarnação","40:37:3.77039999999795''","8:44:0.419999999998169''","agriculture",2015-05-29 01:00:00,18:25:00,2015-05-29 01:00:00,19:59:00,2015-05-29 01:00:00,18:32:00,NA,0,0,0.78,0,0.78,0
5507,"Beira Litoral","Aveiro","Águeda","Préstimo","40:37:34.6692000000036''","8:20:23.8416000000029''","firepit",2015-05-29 01:00:00,20:09:00,2015-05-30 01:00:00,00:05:00,2015-05-29 01:00:00,20:45:00,NA,0.04,0,0,0.04,0.04,0
5508,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Covelas","41:35:27.0600000000115''","8:19:54.8651999999974''","firepit",2015-05-29 01:00:00,20:39:00,2015-05-29 01:00:00,22:30:00,2015-05-29 01:00:00,20:50:00,NA,0.01,0.05,0,0.06,0.06,0
5509,"Beira Litoral","Aveiro","Ovar","Esmoriz","40:57:34.8336000000063''","8:37:35.742''","firepit",2015-05-29 01:00:00,21:49:00,2015-05-29 01:00:00,22:15:00,2015-05-29 01:00:00,21:55:00,NA,0,0.0272,0,0.0272,0.0272,1
5510,"Entre Douro e Minho","Viseu","Cinfães","Nespereira","41:0:29.6640000000025''","8:9:2.86920000000265''","firepit",2015-05-29 01:00:00,21:53:00,2015-05-29 01:00:00,22:33:00,2015-05-29 01:00:00,22:04:00,NA,0,0.001,0,0.001,0.001,1
5511,"Trás-os-Montes","Bragança","Bragança","Donai","41:49:50.8367999999939''","6:48:19.3860000000009''","firepit",2015-05-29 01:00:00,21:54:00,2015-05-29 01:00:00,23:30:00,2015-05-29 01:00:00,22:10:00,NA,0,1e-04,0,1e-04,1e-04,0
5512,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:20.5451999999883''","8:16:30.0180000000006''","firepit",2015-05-29 01:00:00,22:23:00,2015-05-29 01:00:00,23:25:00,2015-05-29 01:00:00,22:32:00,NA,0,0.2,0,0.2,0.2,0
5513,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Vilela","41:33:12.1392000000111''","8:15:39.2760000000031''","firepit",2015-05-29 01:00:00,22:34:00,2015-05-29 01:00:00,23:20:00,2015-05-29 01:00:00,22:45:00,NA,0,0.01,0,0.01,0.01,0
5514,"Beira Litoral","Coimbra","Lousã","Lousã","40:6:24.9732000000074''","8:13:46.0524000000011''","agriculture",2015-05-29 01:00:00,23:42:00,2015-05-30 01:00:00,00:40:00,2015-05-29 01:00:00,23:49:00,NA,0,0,0.0015,0,0.0015,0
5515,"Entre Douro e Minho","Viana do Castelo","Monção","Mazedo","42:3:41.241599999999''","8:29:55.5071999999987''","firepit",2015-05-30 01:00:00,00:00:00,2015-05-30 01:00:00,00:29:00,2015-05-30 01:00:00,00:05:00,NA,0,0.005,0,0.005,0.005,0
5516,"Entre Douro e Minho","Porto","Penafiel","Rãs","41:10:38.7947999999881''","8:18:11.3040000000031''","firepit",2015-05-30 01:00:00,00:14:00,2015-05-30 01:00:00,02:16:00,2015-05-30 01:00:00,01:50:00,NA,0,0.05,0,0.05,0.05,0
5517,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Meixedo","41:45:24.8975999999885''","8:43:31.7136000000016''","firepit",2015-05-30 01:00:00,00:24:00,2015-05-30 01:00:00,02:00:00,2015-05-30 01:00:00,00:35:00,NA,0.05,0,0,0.05,0.05,0
5518,"Entre Douro e Minho","Porto","Penafiel","Santiago de Subarrifana","41:12:53.1647999999979''","8:18:21.3767999999978''","firepit",2015-05-30 01:00:00,01:30:00,2015-05-30 01:00:00,02:20:00,2015-05-30 01:00:00,01:45:00,NA,0,0.05,0,0.05,0.05,0
5519,"Entre Douro e Minho","Viana do Castelo","Caminha","Vilarelho","41:52:3.27000000000794''","8:50:21.9083999999981''","firepit",2015-05-30 01:00:00,03:45:00,2015-05-30 01:00:00,04:31:00,2015-05-30 01:00:00,03:47:00,NA,0,0.02,0,0.02,0.02,1
5520,"Entre Douro e Minho","Braga","Barcelos","Várzea","41:30:48.6323999999968''","8:34:37.3907999999977''","agric_burn",2015-05-30 01:00:00,03:45:00,2015-05-30 01:00:00,04:54:00,2015-05-30 01:00:00,03:54:00,NA,0,0.01,0,0.01,0.01,1
5521,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","00:39:18.736","00:08:55.396","firepit",2015-05-30 01:00:00,03:58:00,2015-05-30 01:00:00,04:55:00,2015-05-30 01:00:00,04:22:00,NA,0,0.006,0,0.006,0.006,0
5522,"Beira Interior","Guarda","Almeida","Vilar Formoso","40:36:25.0811999999905''","6:49:46.3727999999998''","agric_burn",2015-05-30 01:00:00,04:39:00,2015-05-30 01:00:00,06:00:00,2015-05-30 01:00:00,04:56:00,NA,0,0.001,0,0.001,0.001,0
5523,"Ribatejo e Oeste","Leiria","Caldas da Rainha","Landal","39:18:59.9579999999901''","8:59:53.6099999999989''","firepit",2015-05-30 01:00:00,05:49:00,2015-05-30 01:00:00,06:40:00,2015-05-30 01:00:00,06:20:00,NA,0,0.06,0,0.06,0.06,1
5524,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Coura","41:52:37.9379999999873''","8:39:9.6155999999992''","fire",2015-05-30 01:00:00,06:44:00,2015-05-30 01:00:00,09:15:00,2015-05-30 01:00:00,07:05:00,NA,2,0,0,2,2,1
5525,"Ribatejo e Oeste","Santarém","Ourém","Espite","00:39:46.632","00:08:38.604","firepit",2015-05-30 01:00:00,07:03:00,2015-05-30 01:00:00,09:18:00,2015-05-30 01:00:00,07:17:00,NA,0,0.1375,0,0.1375,0.1375,0
5526,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Meixedo","41:45:24.8975999999885''","8:43:31.7136000000016''","firepit",2015-05-30 01:00:00,07:48:00,2015-05-30 01:00:00,08:30:00,2015-05-30 01:00:00,07:58:00,NA,0,0.002,0,0.002,0.002,0
5527,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41:10:15.4379999999975''","7:4:42.7763999999991''","firepit",2015-05-30 01:00:00,12:03:00,2015-05-30 01:00:00,14:23:00,2015-05-30 01:00:00,12:12:00,NA,0,0.96,0,0.96,0.96,0
5528,"Beira Interior","Castelo Branco","Castelo Branco","Lardosa","39:58:49.5840000000055''","7:26:5.76600000000106''","agriculture",2015-05-30 01:00:00,12:03:00,2015-05-30 01:00:00,13:55:00,2015-05-30 01:00:00,12:16:00,NA,0,0,0.21,0,0.21,0
5529,"Beira Litoral","Aveiro","Albergaria-a-Velha","Branca","40:45:33.3684000000119''","8:28:5.76839999999777''","firepit",2015-05-30 01:00:00,12:10:00,2015-05-30 01:00:00,14:15:00,2015-05-30 01:00:00,12:20:00,NA,0.05,0,0,0.05,0.05,0
5530,"Beira Litoral","Leiria","Leiria","Ortigosa","39:49:12.7811999999983''","8:49:23.5307999999981''","agriculture",2015-05-30 01:00:00,12:43:00,2015-05-30 01:00:00,14:00:00,2015-05-30 01:00:00,12:54:00,NA,0,0,0.01,0,0.01,0
5531,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Cuide de Vila Verde","41:46:17.3496000000108''","8:24:10.4867999999995''","firepit",2015-05-30 01:00:00,12:52:00,2015-05-30 01:00:00,14:39:00,2015-05-30 01:00:00,13:01:00,NA,0.08,0,0,0.08,0.08,0
5532,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Meixedo","41:45:24.8975999999885''","8:43:31.7136000000016''","firepit",2015-05-30 01:00:00,13:05:00,2015-05-30 01:00:00,14:10:00,2015-05-30 01:00:00,13:15:00,NA,0,0.001,0,0.001,0.001,0
5533,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Mazarefes","41:40:9.02639999999337''","8:45:47.6459999999996''","firepit",2015-05-30 01:00:00,13:17:00,2015-05-30 01:00:00,15:50:00,2015-05-30 01:00:00,13:30:00,NA,0.1,0,0,0.1,0.1,0
